input,output,label
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" Orlando Furioso, a 16th-century Italian epic poem, used the metre of Ottava rima and featured the characters Bradamante and Ruggiero (character). Ottava rima is a subclass of Strophe. """""" >>> Output: """"""","[s] Orlando_Furioso [r] literary work [o] Italian_epic_poem [e] [s] Orlando_Furioso [r] metre [o] Ottava_rima [e] [s] Orlando_Furioso [r] character [o] Bradamante [e] [s] Orlando_Furioso [r] character [o] Ruggiero_(character) [e] [s] Ottava_rima [r] subclass of [o] Strophe [e] [end] """""" ##",[s] Orlando_Furioso [r] used metre [o] Ottava_rima [e] [s] Orlando_Furioso [r] characters [o] Bradamante [e] [s] Orlando_Furioso [r] characters [o] Ruggiero_(character) [e] [s] Ottava_rima [r] subclass of [o] Strophe [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" The RING finger domain is a subclass of Zinc finger and an instance of a Protein domain. Zinc finger is an instance of a Structural motif, and Protein domain is part of a Protein, which has the quality of a Protein tertiary structure. """""" >>> Output: """"""","[s] RING_finger_domain [r] subclass of [o] Zinc_finger [e] [s] RING_finger_domain [r] instance of [o] Protein_domain [e] [s] Zinc_finger [r] instance of [o] Structural_motif [e] [s] Zinc_finger [r] part of [o] Protein [e] [s] Protein [r] quality of [o] Protein_tertiary_structure [e] [end] """""" ##",[s] RING_finger_domain [r] subclass of [o] Zinc_finger [e] [s] RING_finger_domain [r] instance of [o] Protein_domain [e] [s] Zinc_finger [r] instance of [o] Structural_motif [e] [s] Protein_domain [r] part of [o] Protein [e] [s] Protein [r] has quality [o] Protein_tertiary_structure [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" Nathan Bartholomay is a partner in business or sport with Gretchen Donlan, Felicia Zhang, and Deanna Stellato. He competes in the sport of Pair Skating. """""" >>> Output: """"""","[s] Nathan_Bartholomay [r] partner in business or sport with [o] Gretchen_Donlan [e] [s] Nathan_Bartholomay [r] partner in business or sport with [o] Felicia_Zhang [e] [s] Nathan_Bartholomay [r] partner in business or sport with [o] Deanna_Stellato [e] [s] Nathan_Bartholomay [r] competes in the sport of [o] Pair_Skating [e] [end] """""" ##",[s] Nathan_Bartholomay [r] partner in business or sport [o] Gretchen_Donlan [e] [s] Nathan_Bartholomay [r] partner in business or sport [o] Felicia_Zhang [e] [s] Nathan_Bartholomay [r] partner in business or sport [o] Deanna_Stellato [e] [s] Nathan_Bartholomay [r] sports discipline competed in [o] Pair_skating [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" John Henry Guinness was the father of Henry Eustace Guinness and the spouse of Jennifer Guinness. His given name was John. """""" >>> Output: """"""","[s] John_Henry_Guinness [r] father of [o] Henry_Eustace_Guinness [e] [s] John_Henry_Guinness [r] spouse of [o] Jennifer_Guinness [e] [s] John_Henry_Guinness [r] given name [o] John [e] [end] """""" ##",[s] John_Henry_Guinness [r] father [o] Henry_Eustace_Guinness [e] [s] John_Henry_Guinness [r] spouse [o] Jennifer_Guinness [e] [s] John_Henry_Guinness [r] given name [o] John_(given_name) [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" Carl Schiøtz had a sibling named Johannes Henrik Schiøtz. """""" >>> Output: """"""","[s] Carl_Schiøtz [r] sibling [o] Johannes_Henrik_Schiøtz [e] [end] """""" ##",[s] Carl_Schiøtz [r] sibling [o] Johannes_Henrik_Schiøtz [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" The Hyder–Stewart Border Crossing is a border checkpoint located on the Canada–United States border. It is part of the international boundary between Canada and the United States, with Canada having jurisdiction over the crossing. """""" >>> Output: """"""","[s] Hyder-Stewart_Border_Crossing [r] main subject [o] Border_crossing [e] [s] Hyder-Stewart_Border_Crossing [r] jurisdiction [o] Canada [e] [s] Hyder-Stewart_Border_Crossing [r] jurisdiction [o] United_States [e] [end] """""" ##",[s] Hyder–Stewart_Border_Crossing [r] part of [o] Canada–United_States_border [e] [s] Hyder–Stewart_Border_Crossing [r] instance of [o] Border_checkpoint [e] [s] Hyder–Stewart_Border_Crossing [r] country [o] Canada [e] [s] Canada–United_States_border [r] applies to jurisdiction [o] United_States [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" The Phoenix spacecraft is located on the astronomical body of Mars. It is an instance of both a robotic spacecraft and a lander spacecraft, and it was launched by the Delta II space launch vehicle. """""" >>> Output: """"""","[s] Phoenix_(spacecraft) [r] location [o] Mars [e] [s] Phoenix_(spacecraft) [r] type of spacecraft [o] Robotic_spacecraft [e] [s] Phoenix_(spacecraft) [r] type of spacecraft [o] Lander_spacecraft [e] [s] Phoenix_(spacecraft) [r] launch vehicle [o] Delta_II_space_launch_vehicle [e] [end] """""" ##",[s] Phoenix_(spacecraft) [r] located on astronomical body [o] Mars [e] [s] Phoenix_(spacecraft) [r] instance of [o] Robotic_spacecraft [e] [s] Phoenix_(spacecraft) [r] space launch vehicle [o] Delta_II [e] [s] Phoenix_(spacecraft) [r] instance of [o] Lander_(spacecraft) [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" Rodrigo (footballer, born 1978) is a Brazilian association football player who plays for Tarxien Rainbows F.C. """""" >>> Output: """"""","[s] Rodrigo_(footballer,_born_1978) [r] association football player [o] Brazilian_association_football_player [e] [s] Rodrigo_(footballer,_born_1978) [r] team [o] Tarxien_Rainbows_F.C. [e] [end] """""" ##","[s] Rodrigo_(footballer,_born_1978) [r] country for sport [o] Brazil [e] [s] Rodrigo_(footballer,_born_1978) [r] sport [o] Association_football [e] [s] Rodrigo_(footballer,_born_1978) [r] member of sports team [o] Tarxien_Rainbows_F.C. [e]"
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" Thomas Kurihara is a human actor and film director born in Hadano, Kanagawa. His given name, Thomas, is written in Latin script. """""" >>> Output: """"""","[s] Thomas_Kurihara [r] human actor [o] Film_director [e] [s] Thomas_Kurihara [r] birthplace [o] Hadano,_Kanagawa [e] [s] Thomas_Kurihara [r] given name [o] Thomas [e] [s] Thomas [r] written in [o] Latin_script [e] [end] """""" ##","[s] Thomas_Kurihara [r] given name [o] Thomas_(name) [e] [s] Thomas_Kurihara [r] instance of [o] Human [e] [s] Thomas_Kurihara [r] occupation [o] Actor [e] [s] Thomas_Kurihara [r] occupation [o] Film_director [e] [s] Thomas_Kurihara [r] place of birth [o] Hadano,_Kanagawa [e] [s] Thomas_(name) [r] writing system [o] Latin_script [e]"
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" The 2002–03 Belarusian Extraliga season was won by HK Gomel. """""" >>> Output: """"""","[s] 2002–03_Belarusian_Extraliga_season [r] champion [o] HK_Gomel [e] [end] """""" ##",[s] 2002–03_Belarusian_Extraliga_season [r] winner [o] HK_Gomel [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" The Diary of a Wimpy Kid film series is narrated by Zachary Gordon, and is based on the book of the same name by Jeff Kinney. Screenwriter Gabe Sachs and producer Nina Jacobson were involved in the production of the films. Zachary Gordon is an American actor by profession. """""" >>> Output: """"""",[s] The_Diary_of_a_Wimpy_Kid_film_series [r] main subject [o] Diary_of_a_Wimpy_Kid_film_series [e] [s] The_Diary_of_a_Wimpy_Kid_film_series [r] narrator [o] Zachary_Gordon [e] [s] The_Diary_of_a_Wimpy_Kid_film_series [r] based on [o] Diary_of_a_Wimpy,[s] Diary_of_a_Wimpy_Kid_(film_series) [r] narrator [o] Zachary_Gordon [e] [s] Diary_of_a_Wimpy_Kid_(film_series) [r] based on [o] Diary_of_a_Wimpy_Kid [e] [s] Diary_of_a_Wimpy_Kid_(film_series) [r] screenwriter [o] Gabe_Sachs [e] [s] Diary_of_a_Wimpy_Kid_(film_series) [r] producer [o] Nina_Jacobson [e] [s] Zachary_Gordon [r] occupation [o] Actor [e] [s] Zachary_Gordon [r] country of citizenship [o] United_States [e] [s] Diary_of_a_Wimpy_Kid [r] illustrator [o] Jeff_Kinney [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" Mayfield Playing Fields is a sports venue located in Dundee, United Kingdom. """""" >>> Output: """"""","[s] Mayfield_Playing_Fields [r] sport [o] Football [e] [s] Mayfield_Playing_Fields [r] location [o] Dundee [e] [end] """""" ##",[s] Mayfield_Playing_Fields [r] location [o] Dundee [e] [s] Mayfield_Playing_Fields [r] instance of [o] Sports_venue [e] [s] Mayfield_Playing_Fields [r] country [o] United_Kingdom [e]
